reference,name,documentation-url,notes,start-date,end-date,entry_date,geometry
CA3,The Cedars,https://www.nottinghamcity.gov.uk/information-for-business/planning-and-building-control/planning-policy/conservation-areas-and-listed-buildings/,Start date: Sept 1981,Not a valid date,,,"POLYGON ((-1.1401505133366177 52.989816266588626,-1.1401534125422055 52.98979662070178,-1.1401620745202987 52.989737901223094,-1.1401699462547998 52.989716382804566,-1.1401827509198936 52.98967197904815,-1.1402024294273345 52.98961863290416,-1.1402243702744206 52.9895639591851,-1.1402484161466133 52.98951603742844,-1.1402802815688193 52.98944929643226,-1.1402950732412303 52.98941704539919,-1.1403121929720705 52.9893803129339,-1.1403391446727478 52.98932461573815,-1.1403401513525318 52.989322534795015,-1.140357850117333 52.98928170019967,-1.1403612787135637 52.989273789211744,-1.140362534025449 52.98927089113972,-1.1403799626001578 52.989230682042304,-1.1403857877788703 52.9892197131194,-1.1404318069138881 52.98913307219339,-1.1404875831155716 52.98902515032925,-1.140537314817364 52.988921235386876,-1.14058535146831 52.98882809173083,-1.140616258679749 52.988773534087834,-1.1406393667690475 52.98877095280867,-1.140776671657503 52.98875801009908,-1.1409251561542266 52.98874469840972,-1.1409445441183792 52.988741839435946,-1.1414235910882864 52.988699750624434,-1.141514029537979 52.98869289652391,-1.1415518964802551 52.98868988838967,-1.1415733253169968 52.988689799238344,-1.1415913753707254 52.98868972348485,-1.141627893239657 52.98868863829771,-1.141683073623406 52.98868544028072,-1.1416890313539985 52.9886854832176,-1.141742722297143 52.9886822744387,-1.1418657521206568 52.98867552009507,-1.1418791730672508 52.988674807762585,-1.1419932502046508 52.98866879781516,-1.142010697965115 52.98866784479993,-1.1421386481864473 52.98866085594312,-1.142196844127933 52.988657628170344,-1.1422892716559105 52.98865239509031,-1.1422892680446342 52.98865250203672,-1.1423211905822603 52.98865072732447,-1.1423250659301565 52.98865053769248,-1.1423541351249467 52.98876173945457,-1.1423755811094871 52.98884459525442,-1.1423772400667471 52.988851079481286,-1.1424177375066922 52.98900985207784,-1.1424613034379045 52.989179164205055,-1.142475172869184 52.98923095241724,-1.1424758730267917 52.98923320477802,-1.1425127499226948 52.98937927637973,-1.1425276719957245 52.989438083799094,-1.1425566421892037 52.98955470351755,-1.142576917981104 52.98963331718775,-1.1425872104240666 52.989674193838475,-1.1425875140767223 52.989675408684676,-1.142672527920141 52.990009361102985,-1.142706340642866 52.99014394190162,-1.1427155518902903 52.99018060555467,-1.1427355643340347 52.990260754617985,-1.1427624366008744 52.99037061783471,-1.1427686406541824 52.99039583260667,-1.142769340877503 52.990398084978615,-1.1428010169709677 52.99052865821874,-1.1428074525866576 52.99054218853189,-1.1427188329605205 52.9905788563173,-1.1426909565860497 52.99059483642475,-1.142602604931222 52.99064818843646,-1.1426018766654842 52.990648629063614,-1.1425941584458854 52.99065328929371,-1.1424745941046262 52.99072542170103,-1.1423133253862854 52.99082268351322,-1.14231327261191 52.9908227154947,-1.142251447188313 52.99086000287503,-1.1422347000873543 52.99086103557687,-1.1421992429943126 52.99086322257285,-1.1419787519239584 52.99087568710974,-1.1419524168351485 52.99087717566431,-1.141940473995563 52.99087843800905,-1.1418010262983513 52.990886422458196,-1.1417741883272001 52.99088757744076,-1.141660842706962 52.99089395197207,-1.1415963699399936 52.99089772660714,-1.1415958181068315 52.99089775858656,-1.1415377973796799 52.990901155402426,-1.1415020044753026 52.990903144699395,-1.141356589631653 52.990911535069856,-1.1412305651691972 52.990918716698374,-1.1411201984020467 52.99092511219136,-1.140993420172644 52.990932737595465,-1.1408986879430816 52.9909383116696,-1.1408978169243356 52.990938362917426,-1.1408845428432275 52.99093914361165,-1.1408502393867723 52.99094114345607,-1.1407294369692118 52.99094791275804,-1.1406501517167857 52.99095280883055,-1.1405795353986015 52.99095716872538,-1.1405065296519303 52.99096114816364,-1.140455753857642 52.990963916246294,-1.1403729696676126 52.990969161731,-1.1403207830467823 52.99097148179156,-1.1402409054020117 52.99097567214562,-1.1401433097765827 52.990980792552946,-1.140019543574337 52.99098728532887,-1.1399828288532607 52.990988875573215,-1.1399808310906503 52.99076166440831,-1.1399803736076384 52.990709681313355,-1.139979196834089 52.99069394421756,-1.1399787782718702 52.99067731096959,-1.1399798045835818 52.990663382252755,-1.1399814906937071 52.99065350618756,-1.1399999545254755 52.990539994859965,-1.1400000003361417 52.99053971382537,-1.140031851663938 52.990343886955735,-1.140048524703076 52.99024138267463,-1.1400511297862064 52.99022297249774,-1.140056801759562 52.990200087113855,-1.1400633245960443 52.990166550145105,-1.140063434232347 52.9901659810144,-1.1400709530399273 52.990125133037616,-1.1400759025304736 52.99010089673496,-1.1400769287005752 52.99008652304302,-1.1400895610171107 52.99008841122012,-1.1400995298975722 52.990036346088395,-1.1401011712562898 52.99002871792321,-1.1401029274061902 52.990015241241224,-1.1401047742341759 52.98999727864806,-1.1401050553711098 52.98999602576996,-1.1401113188966672 52.98996810973854,-1.1401273856122913 52.989908896281264,-1.1401378801806807 52.989868074276124,-1.1401448539333063 52.989854635264,-1.1401480631704086 52.98983288272314,-1.140149845147617 52.98982080316522,-1.140150502827321 52.9898163456187,-1.1401505133366177 52.989816266588626))"
CA10,Old Lenton,https://www.nottinghamcity.gov.uk/information-for-business/planning-and-building-control/planning-policy/conservation-areas-and-listed-buildings/,Start date: Apr 1978,,,invalid date,"POLYGON ((-1.1776569611886472 52.94561847346476,-1.1780480586897266 52.94560035873042,-1.1783238105586231 52.94558572701028,-1.1783595743484614 52.94558381675295,-1.1785976280786128 52.94558546765851,-1.178822176478525 52.94558137472544,-1.1789548787032795 52.945578955056725,-1.1791019174354758 52.945577199116244,-1.1793887152679017 52.94557377290303,-1.1794274247063963 52.945573310227545,-1.1794757911036315 52.94557357513912,-1.1794763006431594 52.945546610969465,-1.1794986405929309 52.94541485770916,-1.1795016839381935 52.94539853906145,-1.1795907241536259 52.945397283341315,-1.1798378733439476 52.945390005644995,-1.1799510161346145 52.94538719331018,-1.1801842259190711 52.945369480802704,-1.1802147772639997 52.94536699548576,-1.1802495709119094 52.94536577374046,-1.1802508558136684 52.94538702145487,-1.1802580439990975 52.94547921066831,-1.1802625958259279 52.9455534032004,-1.1802643441150384 52.94557903456392,-1.180264301705896 52.945581281574405,-1.1802671900809578 52.94562534871922,-1.1802709810620848 52.94570043490208,-1.1802747466149008 52.94577686928835,-1.180278554593321 52.945851056661446,-1.1802830120117405 52.945922371976444,-1.1802870247890054 52.94599359431989,-1.1802901652245534 52.94606373191943,-1.180290807374158 52.94606912989073,-1.180266232275604 52.94607030824468,-1.1801381747049364 52.946074815698715,-1.180116583796828 52.94607556521192,-1.1800436278474191 52.94607775709545,-1.1799818393102643 52.94607957676635,-1.1798343800949957 52.94608709584482,-1.1797502396972768 52.94609055851254,-1.1797226803578826 52.94609216555839,-1.179602053434485 52.94609717335561,-1.179553647076056 52.946099534932976,-1.179562356989345 52.946230802044745,-1.1795663877540117 52.94629154321114,-1.1795750908954379 52.94634284207911,-1.1795965702965656 52.94646614323047,-1.1796044303806623 52.94651142515299,-1.1796093211119683 52.94653949371819,-1.1796210357480992 52.9466086192797,-1.1796273952061582 52.946646141192254,-1.1799133712353325 52.94662950122717,-1.179992284350275 52.946624909075915,-1.1800869841037367 52.946618758603115,-1.1801225308677572 52.94670059966385,-1.1801445759123315 52.94675416879782,-1.1801994539737464 52.946888314245214,-1.1800626583542524 52.94692197638265,-1.1800192548271868 52.94693515991597,-1.1800298879581566 52.946963100059286,-1.1799940681121346 52.946968695221216,-1.1799881928954121 52.94696460942241,-1.1799187680473469 52.94697671396056,-1.1797186851392878 52.94701263459121,-1.1797200796546163 52.94701758831628,-1.179787526827584 52.947110194640935,-1.1798600292706827 52.94721092617389,-1.179897020366284 52.94726152175932,-1.1799257063590107 52.947357904881635,-1.1799345376229131 52.94740246261465,-1.1799682222345969 52.94758877246401,-1.1800472552334302 52.9477771937699,-1.180051549328297 52.947786212685514,-1.1800565789072393 52.94779568614844,-1.1801043271152125 52.947905399839335,-1.1802300825673544 52.94787516409643,-1.1804424563036326 52.94780736788346,-1.180473848886894 52.94784306799398,-1.1805736359876347 52.94795702172708,-1.1806304279724382 52.948023035418416,-1.180615497664898 52.948025628994436,-1.180539375105523 52.94803768776144,-1.1801878358479287 52.948095035744345,-1.1801052806606116 52.948107124391,-1.180043254996308 52.94796367704081,-1.1799524092923683 52.94799272840563,-1.1797840169505331 52.94804066626935,-1.179644211985744 52.94807958958146,-1.1796141708534418 52.948015558224675,-1.1795997261634152 52.94798047490636,-1.1795714856359156 52.94791188675982,-1.1795401521724231 52.94783750880435,-1.1795244642619003 52.94780144332558,-1.179498887398423 52.947737442793596,-1.179482540541714 52.9476968781262,-1.1794713301139812 52.9476994973016,-1.1794358406356162 52.947687565656224,-1.179365631201201 52.94766235927005,-1.1793396554956384 52.94761948060106,-1.1792756091526113 52.94750442448167,-1.1792539275245149 52.9474705647377,-1.179219398438366 52.94740785047691,-1.179167490342088 52.947319845986854,-1.1790696666454321 52.947338495376606,-1.1790559733838828 52.94731502851979,-1.1790372339255162 52.947282986932194,-1.1790105489713705 52.94723830536913,-1.1789874818643704 52.94719904239811,-1.1789629354051878 52.94715931970816,-1.1789369435997221 52.9471173396852,-1.1789132177124793 52.9470735775002,-1.1789012804976708 52.9470752926499,-1.1788833491713226 52.94707921358209,-1.1788574170334103 52.9470340877061,-1.1788551851835594 52.94703407224311,-1.17883062199782 52.94699524831025,-1.1788010637731303 52.94694515320117,-1.178825767080964 52.9469372340484,-1.1788609536512107 52.94692579182831,-1.1788938913547302 52.9469152329432,-1.1789283254318261 52.946904234955504,-1.179046425582908 52.94686641375271,-1.1791783501638362 52.94682416482085,-1.1791358695693603 52.94676058455613,-1.179092969477294 52.94669637570522,-1.179025615214674 52.946717033827,-1.179038666250175 52.946735102719444,-1.1789787768129723 52.94675446414955,-1.1789190569309917 52.94668618161541,-1.1788855921295753 52.946645947611906,-1.1788528968512517 52.94660437053781,-1.1788216555274358 52.94656460137227,-1.178784598796422 52.94651760049385,-1.1787384644908032 52.94645457807115,-1.1786285001281667 52.946570991651676,-1.1785484297875355 52.9466557563045,-1.1784689770329833 52.94673986900048,-1.1784366601452978 52.946772191455096,-1.1783965690827627 52.946810821704446,-1.1782897551421532 52.946913742546315,-1.1782589761859799 52.946967464678465,-1.178214339282898 52.94696715517977,-1.1781695321785282 52.94697583374236,-1.17804896830276 52.947055901009556,-1.1778675254222526 52.94720746005018,-1.1778367316788687 52.94730118427192,-1.1778358940621607 52.94730612255763,-1.1778236672068898 52.9473231173521,-1.1778054546266943 52.947341868479974,-1.1777727724487603 52.94736709578416,-1.1777020452615943 52.947430403784224,-1.177600665056762 52.94739033824612,-1.1775657132164505 52.94735009349099,-1.1775427499384878 52.94730543726844,-1.177522609201914 52.947268890966065,-1.1775017927074827 52.94722874425828,-1.1774831229289742 52.947193107075876,-1.1774551140753897 52.94713987599295,-1.1774134473754079 52.94706138013791,-1.1773811710207975 52.94699778173258,-1.1773296340339527 52.94700821114487,-1.177327495921281 52.94700325220167,-1.1772670059519015 52.947014967835656,-1.1772706319552235 52.94701993710905,-1.1771668735280914 52.94703764482966,-1.1771540900033846 52.94704474750336,-1.1771106487428777 52.94702062430504,-1.1770502586967138 52.94698784358301,-1.1770502757467796 52.94698694477315,-1.177185861913375 52.946977997945986,-1.1771318279144025 52.946853559039496,-1.1770845198211484 52.94674460766696,-1.1770425686749728 52.9466479952838,-1.1770419355595803 52.94664214785282,-1.1771962982775082 52.946629990203505,-1.1772218706082438 52.9466281217958,-1.1772134486344195 52.946582661165394,-1.177223099107132 52.946504805497064,-1.1772339176409723 52.94641251306652,-1.1772461900640085 52.946307816537406,-1.177255103729373 52.94623012116011,-1.1771235215377047 52.94622426331116,-1.177116099267488 52.946223312836125,-1.1770982108077106 52.94622498645772,-1.176931237553436 52.94624135581132,-1.1769237897052856 52.94624175353958,-1.1769163333303296 52.94624260067251,-1.1769073805638424 52.94624388687453,-1.1768999156611517 52.94624518341162,-1.1768775465310823 52.946247724804934,-1.1768432233144588 52.94625287993486,-1.176675335268439 52.9462782318888,-1.176638281844948 52.94623123009335,-1.1765796252184426 52.9461519153502,-1.176499689051893 52.946045986366265,-1.1764663045669133 52.946001706764434,-1.1764314749831182 52.94595516977573,-1.1764004764401037 52.94591321877322,-1.1763727189461695 52.94587565549178,-1.1763409696453666 52.945834066904084,-1.1763251368446013 52.9458125200415,-1.1763911945646275 52.945803869536356,-1.1765923379047536 52.945768654317675,-1.1767468156631595 52.94574160849666,-1.1769063439855016 52.94571367798237,-1.1770331844250996 52.94569147020923,-1.1772271149849118 52.94566584942083,-1.1773912884912339 52.94564002171149,-1.1775419177008224 52.94562455518765,-1.1776335011024388 52.945619560115425,-1.177655984179608 52.94561851882029,-1.1776569611886472 52.94561847346476))"
CA7,Elm Avenue/ Corporation Oaks,https://www.nottinghamcity.gov.uk/information-for-business/planning-and-building-control/planning-policy/conservation-areas-and-listed-buildings/,Start date: 1996,,,,"POLYGON ((-1.1502266922198006 52.963284602923714,-1.15022681298518 52.96328451838778,-1.1503047225162848 52.96323024180104,-1.1503499102479655 52.96320359658762,-1.1503889078098084 52.963165386383814,-1.1503954504209162 52.96315897517374,-1.1504110416939561 52.96312312915108,-1.1507205903555449 52.96310542866732,-1.150938167476283 52.96309289140777,-1.1512472057725132 52.963075078042124,-1.1515480622892043 52.96317193274958,-1.151704378181669 52.96322224825375,-1.151781247357252 52.96337478969919,-1.1518450153988058 52.96350133223673,-1.151877641918031 52.9635660758401,-1.1520106809278117 52.96375874839923,-1.1520828030145867 52.96386319605094,-1.1521514145433667 52.96396255944365,-1.152284815086933 52.96418091765584,-1.152447823860175 52.964447735879396,-1.1525264948694136 52.964576505543626,-1.1526524047775097 52.96478058878086,-1.152578646279508 52.9647962598417,-1.1523725316905875 52.96483610473476,-1.1521676114901707 52.96490847223144,-1.1519165844796664 52.964998690975506,-1.1516828318383705 52.9650828934852,-1.151442954163892 52.96517107732226,-1.1513190974919234 52.96522687577359,-1.15118752502222 52.96528611693755,-1.151126952895064 52.96531326395579,-1.1510129760533474 52.965364290197,-1.1508910579992275 52.96541884099465,-1.150812068317065 52.96545423444168,-1.1505425546242136 52.965613148177574,-1.1504402616887877 52.96567342376647,-1.1503986492381761 52.96569871200977,-1.1503548289755268 52.96572611044804,-1.1501641678566383 52.965845138144424,-1.1500177625977241 52.96594223767666,-1.149922798694063 52.966005221561744,-1.1498220925545928 52.96609251826968,-1.14975944530805 52.96614685873596,-1.1496047930757656 52.96628147609708,-1.149483585140374 52.966388533757694,-1.1493950952959477 52.966466593720604,-1.1493450631188808 52.96651076015396,-1.1492409013659477 52.966602707934925,-1.1491284173334897 52.96670186308421,-1.1490883964176501 52.96673723303727,-1.148970064469097 52.96683101192811,-1.148843296291619 52.966931575726484,-1.148754517185989 52.967001967944334,-1.148696206202579 52.96704820264624,-1.148614786431406 52.96710178251718,-1.1484571477297805 52.96720543483017,-1.1484137793377434 52.96723395139165,-1.1483040714379227 52.967306086603024,-1.1482890071108773 52.96731496808648,-1.1482069099616015 52.96735660318301,-1.1480480843934238 52.967437151034574,-1.1479228067319982 52.96750065068524,-1.1478377490688256 52.96754378712228,-1.1477571859871545 52.96758467780177,-1.1476422964212287 52.967642941584195,-1.147607553307696 52.96766000341028,-1.1474607458041943 52.96773209673741,-1.1474170401025119 52.96775355928222,-1.1472814527752433 52.96782014233824,-1.1471549704180806 52.96785971010385,-1.1470888031395385 52.967880409196916,-1.1467627137087386 52.967982419868925,-1.1463825186883447 52.96810135399477,-1.1462242673627843 52.96816341968488,-1.1460512827241793 52.96823126203248,-1.145977291524016 52.9682602536622,-1.1458873207262785 52.968295565088205,-1.1456768746224641 52.968392936720434,-1.1456542032494879 52.96837751625903,-1.1456345042978107 52.96836411727379,-1.1456194120380494 52.9683538302271,-1.1456108014995243 52.968347995417325,-1.1455990943516428 52.968340019573816,-1.1455829686342958 52.96832905808908,-1.1455709864054744 52.96832091216585,-1.145558576665962 52.96831247281431,-1.1455401810156995 52.968299961434305,-1.1455235261309102 52.96828903029946,-1.1454920216880597 52.96826955238316,-1.1454278860453457 52.968229899844815,-1.1454134334002244 52.968220028179296,-1.145330892927632 52.96816328403991,-1.1452586540087273 52.96811368848738,-1.1451062245009567 52.96800895748669,-1.1449361182765112 52.96789208134159,-1.1448980986193344 52.96786595823733,-1.1448982759772384 52.96785697015534,-1.1449178519362717 52.96783402081913,-1.1449370742320388 52.96781148694264,-1.144943492843461 52.96780396224615,-1.144950114129131 52.96779725883558,-1.1449722266732036 52.967775170027494,-1.1450958957770925 52.96765163543728,-1.1451337059908206 52.967607308284926,-1.1451416228450697 52.96759802793733,-1.1451465679069819 52.967589415715295,-1.1451570424822684 52.967571170684224,-1.145213980294027 52.9675309057235,-1.1453697140467918 52.967417671157676,-1.1454133632789265 52.96738445716479,-1.1456401383050694 52.967188354562076,-1.1455907971142896 52.967170215604106,-1.1455618687190716 52.967159452500844,-1.1454910237337685 52.96713309197933,-1.1455039262972253 52.9671205995715,-1.1454876651772292 52.96711463967013,-1.145510259999335 52.967091999588156,-1.1453814770043647 52.967040698901116,-1.1452297169488246 52.966980398213245,-1.144947559735591 52.96686849509616,-1.1447121148722201 52.96675850572378,-1.1446680356628873 52.966736711379404,-1.1446461801708707 52.96672640702474,-1.1446238992861961 52.96671487345807,-1.144580537453667 52.96669121265437,-1.144560276621154 52.9666801565551,-1.144514694936746 52.9666552832775,-1.1445014857929972 52.966648074991426,-1.1444854144418408 52.96663930534084,-1.1444697658407872 52.966630767957405,-1.1444439912450255 52.966616706588454,-1.1443873364314079 52.96658579636195,-1.144329117147922 52.966548232614215,-1.1442460439229374 52.96649463369017,-1.1441357014004905 52.96642343958084,-1.1440723853184906 52.96638258667551,-1.1440508276539556 52.966368676919444,-1.1439311535895273 52.96631283311207,-1.1439618158438438 52.96626810698675,-1.1439935431856683 52.966169452348446,-1.1440726715346938 52.96598759258976,-1.1441300817867635 52.96585564545153,-1.1442085190959794 52.965675397819716,-1.1442536847883868 52.96557159810783,-1.1442712983919499 52.96553111808716,-1.144282139217609 52.965501933012696,-1.144305840128316 52.9654345718453,-1.14449848421697 52.96548090446586,-1.1447356124626187 52.965536546015464,-1.144822806468967 52.96564504530711,-1.1449985351733682 52.96577264154508,-1.145133394048081 52.96587056024974,-1.1452288488662103 52.965936023602886,-1.1452990284715026 52.965983035278725,-1.145365787725596 52.96602327312404,-1.1454339137332523 52.96605838692731,-1.1455136384029 52.96609947833884,-1.145582776150535 52.96613207331237,-1.1456523004813606 52.96616485170718,-1.1457283646206775 52.966200711837864,-1.1457530396297724 52.966153336255644,-1.1458142451519844 52.96606972533044,-1.1458479094217835 52.96602367189752,-1.1458808558362963 52.96597626489694,-1.1459474308185298 52.96588460204312,-1.1459748392277875 52.96589154086455,-1.1460266786366078 52.96590539711082,-1.1460267140612495 52.965903599493714,-1.1460419456227988 52.965882905682435,-1.1460646908711394 52.96585167994724,-1.1460763105058032 52.96583482742127,-1.1461001826783 52.96580209776042,-1.1461659771898873 52.96571222705835,-1.1462348728138578 52.96561608603199,-1.1463186868004662 52.96563348065143,-1.1464438840361955 52.965661752673796,-1.1466218414653688 52.965699317867326,-1.1466620463064574 52.96561201493917,-1.1466863309492192 52.96556224340714,-1.1467421985801376 52.96544713098381,-1.146801229139919 52.96532260240066,-1.1469110920432073 52.96533867235526,-1.1470409728594746 52.96535893097678,-1.147158244060555 52.96537685169987,-1.1472755153549512 52.96539477230678,-1.147392024706511 52.9654135862703,-1.1474425561468549 52.96530472783498,-1.1474537619526377 52.96528095131028,-1.1474859549781724 52.96521784217365,-1.14749368138504 52.965203514586804,-1.1476655169846435 52.96523025611747,-1.1478140067229214 52.96525336383184,-1.1478303582472051 52.965231996433396,-1.1478917578134082 52.965157567604535,-1.1478967072954342 52.96515156761212,-1.14792758582281 52.96509560537037,-1.1479523327745293 52.96504858854915,-1.1480109883923604 52.96494293436146,-1.1481013633654933 52.9647763797398,-1.1481246268017338 52.964732555165305,-1.148398134532815 52.964789741743665,-1.148557649680225 52.96462025688909,-1.148582144091455 52.96459422917461,-1.1486273161493084 52.964544405433955,-1.1487174680842742 52.96445043240547,-1.1487964692393249 52.96437685725228,-1.1488562742510235 52.964321160235556,-1.1488994630603242 52.964280937214845,-1.148929589459031 52.96426317409383,-1.1489872028298989 52.964212313783435,-1.1491279683288413 52.96408804621791,-1.149172011754117 52.96404916413527,-1.1492559533494462 52.96398323082275,-1.1493575478677942 52.96390343358593,-1.1494049834475042 52.96386617398915,-1.1495803003701506 52.963728467626034,-1.1497420285810773 52.96361407303718,-1.1498411081865467 52.96354399109303,-1.1498803374180857 52.9635162436138,-1.1499720428705031 52.963452357351414,-1.1501170315596376 52.96335974518111,-1.1502069378270827 52.963298364702766,-1.1502266922198006 52.963284602923714))"
