reference,name,document_url,documentation_url,notes123,made_date,confirmed_date,entry_date,start_date,end_date
TPO-498W,TPO-498W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-498W.pdf,https://www.stockport.gov.uk/TPO/498W,,21/09/2024,,21/09/2024,21/09/2024,
TPO-450W,TPO-450W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-450W.pdf,https://www.stockport.gov.uk/TPO/450W,,21/09/2024,,21/09/2024,21/09/2024,
TPO-504W,TPO-504W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-504W.pdf,https://www.stockport.gov.uk/TPO/504W,,08/07/2025,,08/07/2025,08/07/2025,
TPO-397E,TPO-397E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-397E.pdf,https://www.stockport.gov.uk/TPO/397E,,21/09/2024,,21/09/2024,21/09/2024,
TPO-447W,TPO-447W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-447W.pdf,https://www.stockport.gov.uk/TPO/447W,,21/09/2024,,21/09/2024,21/09/2024,
TPO-445W,TPO-445W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-445W.pdf,https://www.stockport.gov.uk/TPO/445W,,21/09/2024,,21/09/2024,21/09/2024,
TPO-446W,TPO-446W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-446W.pdf,https://www.stockport.gov.uk/TPO/446W,,10/09/2024,,10/09/2024,10/09/2024,
TPO-473W,TPO-473W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-473W.pdf,https://www.stockport.gov.uk/TPO/473W,,08/08/2024,,08/08/2024,08/08/2024,
TPO-476W,TPO-476W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-476W.pdf,https://www.stockport.gov.uk/TPO/476W,,08/08/2024,,08/08/2024,08/08/2024,
TPO-478W,TPO-478W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-478W.pdf,https://www.stockport.gov.uk/TPO/478W,,18/07/2024,,18/07/2024,18/07/2024,
TPO-359E,TPO-359E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-359E.pdf,https://www.stockport.gov.uk/TPO/359E,,27/08/2024,,27/08/2024,27/08/2024,
TPO-334E,TPO-334E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-334E.pdf,https://www.stockport.gov.uk/TPO/334E,,02/08/2024,,02/08/2024,02/08/2024,
TPO-107N,TPO-107N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-107N.pdf,https://www.stockport.gov.uk/TPO/107N,,16/03/2025,,16/03/2025,16/03/2025,
TPO-509W,TPO-509W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-509W.pdf,https://www.stockport.gov.uk/TPO/509W,,04/06/2025,,04/06/2025,04/06/2025,
TPO-469W,TPO-469W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-469W.pdf,https://www.stockport.gov.uk/TPO/469W,,18/06/2025,,18/06/2025,18/06/2025,
TPO-472W,TPO-472W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-472W.pdf,https://www.stockport.gov.uk/TPO/472W,,02/07/2025,,02/07/2025,02/07/2025,
TPO-501W,TPO-501W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-501W.pdf,https://www.stockport.gov.uk/TPO/501W,,27/02/2025,,27/02/2025,27/02/2025,
TPO-516W,TPO-516W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-516W.pdf,https://www.stockport.gov.uk/TPO/516W,,03/09/2025,,03/09/2025,03/09/2025,
TPO-459W,TPO-459W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-459W.pdf,https://www.stockport.gov.uk/TPO/459W,,21/09/2024,,21/09/2024,21/09/2024,
TPO-425W,TPO-425W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-425W.pdf,https://www.stockport.gov.uk/TPO/425W,,,,,,
TPO-119W,TPO-119W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-119W.pdf,https://www.stockport.gov.uk/TPO/119W,,12/02/1980,,12/02/1980,12/02/1980,
TPO-323E,TPO-323E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-323E.pdf,https://www.stockport.gov.uk/TPO/323E,,27/09/2007,,27/09/2007,27/09/2007,
TPO-370E-2,TPO-370E-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-370E-2.pdf,https://www.stockport.gov.uk/TPO/370E-2,,,,,,
TPO-507W,TPO-507W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-507W.pdf,https://www.stockport.gov.uk/TPO/507W,,01/07/2025,,01/07/2025,01/07/2025,
TPO-487W,TPO-487W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-487W.pdf,https://www.stockport.gov.uk/TPO/487W,,,,,,
TPO-505W,TPO-505W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-505W.pdf,https://www.stockport.gov.uk/TPO/505W,,10/04/2025,,10/04/2025,10/04/2025,
TPO-513W,TPO-513W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-513W.pdf,https://www.stockport.gov.uk/TPO/513W,,21/07/2025,,21/07/2025,21/07/2025,
TPO-506W,TPO-506W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-506W.pdf,https://www.stockport.gov.uk/TPO/506W,,10/04/2025,,10/04/2025,10/04/2025,
TPO-508W,TPO-508W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-508W.pdf,https://www.stockport.gov.uk/TPO/508W,,02/07/2025,,02/07/2025,02/07/2025,
TPO-482W,TPO-482W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-482W.pdf,https://www.stockport.gov.uk/TPO/482W,,17/09/2025,,17/09/2025,17/09/2025,
TPO-519W,TPO-519W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-519W.pdf,https://www.stockport.gov.uk/TPO/519W,,24/09/2025,,24/09/2025,24/09/2025,
TPO-524W,TPO-524W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-524W.pdf,https://www.stockport.gov.uk/TPO/524W,,24/09/2025,,24/09/2025,24/09/2025,
TPO-500W,TPO-500W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-500W.pdf,https://www.stockport.gov.uk/TPO/500W,,26/02/2025,,26/02/2025,26/02/2025,
TPO-522W,TPO-522W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-522W.pdf,https://www.stockport.gov.uk/TPO/522W,,02/10/2025,,02/10/2025,02/10/2025,
TPO-499W,TPO-499W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-499W.pdf,https://www.stockport.gov.uk/TPO/499W,,27/02/2025,,27/02/2025,27/02/2025,
TPO-457W,TPO-457W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-457W.pdf,https://www.stockport.gov.uk/TPO/457W,,26/08/2025,,26/08/2025,26/08/2025,
TPO-465W,TPO-465W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-465W.pdf,https://www.stockport.gov.uk/TPO/465W,,25/09/2025,,25/09/2025,25/09/2025,
TPO-377E,TPO-377E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-377E.pdf,https://www.stockport.gov.uk/TPO/377E,,,,,,
TPO-382E,TPO-382E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-382E.pdf,https://www.stockport.gov.uk/TPO/382E,,,,,,
TPO-347E,TPO-347E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-347E.pdf,https://www.stockport.gov.uk/TPO/347E,,,,,,
TPO-378E,TPO-378E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-378E.pdf,https://www.stockport.gov.uk/TPO/378E,,,,,,
TPO-383E,TPO-383E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-383E.pdf,https://www.stockport.gov.uk/TPO/383E,,,,,,
TPO-435W,TPO-435W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-435W.pdf,https://www.stockport.gov.uk/TPO/435W,,,,,,
TPO-338E,TPO-338E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-338E.pdf,https://www.stockport.gov.uk/TPO/338E,,,,,,
TPO-385E,TPO-385E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-385E.pdf,https://www.stockport.gov.uk/TPO/385E,,,,,,
TPO-380E,TPO-380E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-380E.pdf,https://www.stockport.gov.uk/TPO/380E,,,,,,
TPO-343E,TPO-343E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-343E.pdf,https://www.stockport.gov.uk/TPO/343E,,,,,,
TPO-390E,TPO-390E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-390E.pdf,https://www.stockport.gov.uk/TPO/390E,,,,,,
TPO-434W,TPO-434W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-434W.pdf,https://www.stockport.gov.uk/TPO/434W,,,,,,
TPO-339E,TPO-339E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-339E.pdf,https://www.stockport.gov.uk/TPO/339E,,,,,,
TPO-340E,TPO-340E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-340E.pdf,https://www.stockport.gov.uk/TPO/340E,,,,,,
TPO-341E,TPO-341E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-341E.pdf,https://www.stockport.gov.uk/TPO/341E,,,,,,
TPO-528W,TPO-528W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-528W.pdf,https://www.stockport.gov.uk/TPO/528W,,,,,,
TPO-529W,TPO-529W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-529W.pdf,https://www.stockport.gov.uk/TPO/529W,,,,,,
TPO-342 E,TPO-342 E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-342 E.pdf,https://www.stockport.gov.uk/TPO/342 E,,,,,,
TPO-442W,TPO-442W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-442W.pdf,https://www.stockport.gov.uk/TPO/442W,,,,,,
TPO-395E,TPO-395E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-395E.pdf,https://www.stockport.gov.uk/TPO/395E,,,,,,
TPO-452W,TPO-452W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-452W.pdf,https://www.stockport.gov.uk/TPO/452W,,,,,,
TPO-345E,TPO-345E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-345E.pdf,https://www.stockport.gov.uk/TPO/345E,,,,,,
TPO-400E,TPO-400E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-400E.pdf,https://www.stockport.gov.uk/TPO/400E,,,,,,
TPO-429W,TPO-429W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-429W.pdf,https://www.stockport.gov.uk/TPO/429W,,,,,,
TPO-401E,TPO-401E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-401E.pdf,https://www.stockport.gov.uk/TPO/401E,,,,,,
TPO-100N,TPO-100N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-100N.pdf,https://www.stockport.gov.uk/TPO/100N,,,,,,
TPO-352E,TPO-352E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-352E.pdf,https://www.stockport.gov.uk/TPO/352E,,,,,,
TPO-351E-2,TPO-351E-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-351E-2.pdf,https://www.stockport.gov.uk/TPO/351E-2,,,,,,
TPO-353E,TPO-353E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-353E.pdf,https://www.stockport.gov.uk/TPO/353E,,,,,,
TPO-515W,TPO-515W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-515W.pdf,https://www.stockport.gov.uk/TPO/515W,,,,,,
TPO-456W,TPO-456W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-456W.pdf,https://www.stockport.gov.uk/TPO/456W,,,,,,
TPO-356E,TPO-356E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-356E.pdf,https://www.stockport.gov.uk/TPO/356E,,,,,,
TPO-512W,TPO-512W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-512W.pdf,https://www.stockport.gov.uk/TPO/512W,,,,,,
TPO-510W,TPO-510W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-510W.pdf,https://www.stockport.gov.uk/TPO/510W,,18/06/2025,,18/06/2025,18/06/2025,
TPO-490W,TPO-490W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-490W.pdf,https://www.stockport.gov.uk/TPO/490W,,,,,,
TPO-102N,TPO-102N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-102N.pdf,https://www.stockport.gov.uk/TPO/102N,,,,,,
TPO-360E,TPO-360E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-360E.pdf,https://www.stockport.gov.uk/TPO/360E,,,,,,
TPO-362E,TPO-362E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-362E.pdf,https://www.stockport.gov.uk/TPO/362E,,,,,,
TPO-534W,TPO-534W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-534W.pdf,https://www.stockport.gov.uk/TPO/534W,,,,,,
TPO-364E,TPO-364E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-364E.pdf,https://www.stockport.gov.uk/TPO/364E,,,,,,
TPO-455W,TPO-455W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-455W.pdf,https://www.stockport.gov.uk/TPO/455W,,,,,,
TPO-365E,TPO-365E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-365E.pdf,https://www.stockport.gov.uk/TPO/365E,,,,,,
TPO-373E,TPO-373E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-373E.pdf,https://www.stockport.gov.uk/TPO/373E,,,,,,
TPO-99N,TPO-99N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-99N.pdf,https://www.stockport.gov.uk/TPO/99N,,,,,,
TPO-368E,TPO-368E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-368E.pdf,https://www.stockport.gov.uk/TPO/368E,,,,,,
TPO-66E-2,TPO-66E-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-66E-2.pdf,https://www.stockport.gov.uk/TPO/66E-2,,,,,,
TPO-365E-2,TPO-365E-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-365E-2.pdf,https://www.stockport.gov.uk/TPO/365E-2,,,,,,
TPO-272E-2,TPO-272E-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-272E-2.pdf,https://www.stockport.gov.uk/TPO/272E-2,,,,,,
TPO-495W-2,TPO-495W-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-495W-2.pdf,https://www.stockport.gov.uk/TPO/495W-2,,,,,,
TPO-370E,TPO-370E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-370E.pdf,https://www.stockport.gov.uk/TPO/370E,,,,,,
TPO-458W,TPO-458W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-458W.pdf,https://www.stockport.gov.uk/TPO/458W,,26/08/2025,,26/08/2025,26/08/2025,
TPO-93E,TPO-93E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-93E.pdf,https://www.stockport.gov.uk/TPO/93E,Revoked date needs to be checked against original order,02/12/1983,,02/12/1983,02/12/1983,01/01/2026
TPO-36E,TPO-36E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-36E.pdf,https://www.stockport.gov.uk/TPO/36E,Revoked date needs to be checked against original order,01/11/1976,,01/11/1976,01/11/1976,01/01/2026
TPO-24E,TPO-24E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-24E.pdf,https://www.stockport.gov.uk/TPO/24E,Revoked date needs to be checked against original order,01/03/1975,,01/03/1975,01/03/1975,01/01/2026
TPO-142E,TPO-142E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-142E.pdf,https://www.stockport.gov.uk/TPO/142E,Revoked date needs to be checked against original order,09/12/1988,,09/12/1988,09/12/1988,01/01/2026
TPO-149E,TPO-149E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-149E.pdf,https://www.stockport.gov.uk/TPO/149E,Revoked date needs to be checked against original order,14/09/1990,,14/09/1990,14/09/1990,01/01/2026
TPO-226E,TPO-226E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-226E.pdf,https://www.stockport.gov.uk/TPO/226E,Revoked date needs to be checked against original order,13/12/1996,,13/12/1996,13/12/1996,01/01/2026
TPO-311E,TPO-311E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-311E.pdf,https://www.stockport.gov.uk/TPO/311E,Revoked date needs to be checked against original order,20/07/2006,,20/07/2006,20/07/2006,01/01/2026
TPO-35N,TPO-35N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-35N.pdf,https://www.stockport.gov.uk/TPO/35N,Revoked date needs to be checked against original order,31/03/1981,,31/03/1981,31/03/1981,01/01/2026
TPO-91W,TPO-91W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-91W.pdf,https://www.stockport.gov.uk/TPO/91W,Revoked date needs to be checked against original order,01/01/1973,,01/01/1973,01/01/1973,01/01/2026
TPO-163W,TPO-163W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-163W.pdf,https://www.stockport.gov.uk/TPO/163W,Revoked date needs to be checked against original order,07/09/1987,,07/09/1987,07/09/1987,01/01/2026
TPO-70N,TPO-70N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-70N.pdf,https://www.stockport.gov.uk/TPO/70N,Revoked date needs to be checked against original order,25/11/1988,,25/11/1988,25/11/1988,01/01/2026
TPO-276W,TPO-276W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-276W.pdf,https://www.stockport.gov.uk/TPO/276W,Revoked date needs to be checked against original order,05/11/1999,,05/11/1999,05/11/1999,01/01/2026
TPO-283W,TPO-283W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-283W.pdf,https://www.stockport.gov.uk/TPO/283W,Revoked date needs to be checked against original order,14/04/2000,,14/04/2000,14/04/2000,01/01/2026
TPO-257E,TPO-257E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-257E.pdf,https://www.stockport.gov.uk/TPO/257E,Revoked date needs to be checked against original order,25/06/2004,,25/06/2004,25/06/2004,01/01/2026
TPO-33N,TPO-33N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-33N.pdf,https://www.stockport.gov.uk/TPO/33N,Revoked date needs to be checked against original order,09/05/1980,,09/05/1980,09/05/1980,01/01/2026
TPO-24N,TPO-24N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-24N.pdf,https://www.stockport.gov.uk/TPO/24N,Revoked date needs to be checked against original order,01/05/1978,,01/05/1978,01/05/1978,01/01/2026
TPO-106N,TPO-106N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-106N.pdf,https://www.stockport.gov.uk/TPO/106N,Revoked date needs to be checked against original order,,,,,01/01/2026
TPO-64N,TPO-64N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-64N.pdf,https://www.stockport.gov.uk/TPO/64N,Revoked date needs to be checked against original order,21/11/1986,,21/11/1986,21/11/1986,01/01/2026
TPO-143W,TPO-143W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-143W.pdf,https://www.stockport.gov.uk/TPO/143W,Revoked date needs to be checked against original order,28/10/1983,,28/10/1983,28/10/1983,01/01/2026
TPO-38N,TPO-38N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-38N.pdf,https://www.stockport.gov.uk/TPO/38N,Revoked date needs to be checked against original order,01/02/1981,,01/02/1981,01/02/1981,01/01/2026
TPO-475W,TPO-475W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-475W.pdf,https://www.stockport.gov.uk/TPO/475W,Revoked date needs to be checked against original order,10/09/2024,,10/09/2024,10/09/2024,01/01/2026
TPO-46N,TPO-46N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-46N.pdf,https://www.stockport.gov.uk/TPO/46N,Revoked date needs to be checked against original order,02/12/1981,,02/12/1981,02/12/1981,01/01/2026
TPO-354E,TPO-354E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-354E.pdf,https://www.stockport.gov.uk/TPO/354E,Revoked date needs to be checked against original order,,,,,01/01/2026
TPO-361E,TPO-361E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-361E.pdf,https://www.stockport.gov.uk/TPO/361E,Revoked date needs to be checked against original order,,,,,01/01/2026
TPO-133W,TPO-133W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-133W.pdf,https://www.stockport.gov.uk/TPO/133W,Revoked date needs to be checked against original order,11/11/1981,,11/11/1981,11/11/1981,01/01/2026
TPO-86N,TPO-86N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-86N.pdf,https://www.stockport.gov.uk/TPO/86N,Revoked date needs to be checked against original order,04/10/1996,,04/10/1996,04/10/1996,01/01/2026
TPO-14W,TPO-14W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-14W.pdf,https://www.stockport.gov.uk/TPO/14W,Revoked date needs to be checked against original order,06/04/1967,,06/04/1967,06/04/1967,01/01/2026
TPO-90N,TPO-90N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-90N.pdf,https://www.stockport.gov.uk/TPO/90N,Revoked date needs to be checked against original order,13/11/1998,,13/11/1998,13/11/1998,01/01/2026
TPO-100N-2,TPO-100N-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-100N-2.pdf,https://www.stockport.gov.uk/TPO/100N-2,Revoked date needs to be checked against original order,,,,,01/01/2026
TPO-255E,TPO-255E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-255E.pdf,https://www.stockport.gov.uk/TPO/255E,Revoked date needs to be checked against original order,,,,,01/01/2026
TPO-77N,TPO-77N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-77N.pdf,https://www.stockport.gov.uk/TPO/77N,Revoked date needs to be checked against original order,08/01/1993,,08/01/1993,08/01/1993,01/01/2026
TPO-511W,TPO-511W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-511W.pdf,https://www.stockport.gov.uk/TPO/511W,Revoked date needs to be checked against original order,04/06/2025,,04/06/2025,04/06/2025,01/01/2026
TPO-83N,TPO-83N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-83N.pdf,https://www.stockport.gov.uk/TPO/83N,Revoked date needs to be checked against original order,15/12/1995,,15/12/1995,15/12/1995,01/01/2026
TPO-124E,TPO-124E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-124E.pdf,https://www.stockport.gov.uk/TPO/124E,Revoked date needs to be checked against original order,20/02/1987,,20/02/1987,20/02/1987,01/01/2026
TPO-Unknown,TPO-Unknown,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-Unknown.pdf,https://www.stockport.gov.uk/TPO/Unknown,Revoked date needs to be checked against original order,,,,,01/01/2026
TPO-173W,TPO-173W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-173W.pdf,https://www.stockport.gov.uk/TPO/173W,,18/04/1989,,18/04/1989,18/04/1989,
TPO-318E-2,TPO-318E-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-318E-2.pdf,https://www.stockport.gov.uk/TPO/318E-2,,23/11/2006,,23/11/2006,23/11/2006,
TPO-364E-2,TPO-364E-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-364E-2.pdf,https://www.stockport.gov.uk/TPO/364E-2,,27/07/2006,,27/07/2006,27/07/2006,
TPO-1bE,TPO-1bE,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1bE.pdf,https://www.stockport.gov.uk/TPO/1bE,,01/09/1973,,01/09/1973,01/09/1973,
TPO-12E,TPO-12E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-12E.pdf,https://www.stockport.gov.uk/TPO/12E,,02/10/1950,,02/10/1950,02/10/1950,
TPO-141E,TPO-141E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-141E.pdf,https://www.stockport.gov.uk/TPO/141E,,06/03/1989,,06/03/1989,06/03/1989,
TPO-205W,TPO-205W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-205W.pdf,https://www.stockport.gov.uk/TPO/205W,,29/10/1993,,29/10/1993,29/10/1993,
TPO-235W,TPO-235W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-235W.pdf,https://www.stockport.gov.uk/TPO/235W,,19/12/1996,,19/12/1996,19/12/1996,
