reference,name,geom,uprn,address_text,article_4_direction,permitted-development-rights,notes,start_date,end_date,entry_date
A4a-14-test,Brook Bottom,"MULTIPOLYGON (((-2.0256917073985745 53.376232906279114,-2.025636944936811 53.37626167363842,-2.025695588848691 53.37629940232246,-2.025627943416834 53.37633904563031,-2.025485113300366 53.37624373449777,-2.0255782846820796 53.376196088123415,-2.025530800489368 53.37616734302657,-2.025672045702109 53.3760981195739,-2.0257968943607336 53.37617537243538,-2.0256917073985745 53.376232906279114)),((-2.0281884809481534 53.37770443237439,-2.0281309621554433 53.37768800161878,-2.0280717076090924 53.37767058278185,-2.02807814785943 53.37766348225553,-2.0280363603442932 53.377632939581844,-2.028077606530505 53.37759339107141,-2.0282033051885056 53.3776301140633,-2.028214821766261 53.37761510457647,-2.028276803553659 53.37763342129471,-2.028267144970251 53.37764672298937,-2.0282863594437526 53.3776525593218,-2.0282329836311366 53.37771709207373,-2.0281884809481534 53.37770443237439)))",,,A4-14,,,2007-10-17,,
